business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,,,,
6T7KL9PQGm9u1xsc6WSdGQ,"""Curves""",,"""17145 N 51st Ave, Ste 102""",Glendale,AZ,85308,33.63984989,-112.1680863,5,4,1,Trainers;Fitness & Instruction;Health & Medical;Gyms;Active Life;Weight Loss Centers,,,,
eGEJomznMqJYqGun2ZXRpg,"""Salon Tour De Force""",,"""7134 E 5th Ave""",Scottsdale,AZ,85251,33.498344,-111.9273368,5,4,1,Hair Salons;Beauty & Spas,,,,
k24Qbr7q0USxga90JYel3g,"""The Artist's Box""",,"""2010 E University Dr, Ste 4""",Tempe,AZ,85281,33.4226796,-111.8999332,5,4,1,Education;Specialty Schools;Talent Agencies;Professional Services;Performing Arts;Arts & Entertainment,,,,
glc0_AbiJmdzAxC-rBIHJQ,"""Joyful Delights""",,"""""",Scottsdale,AZ,85257,33.468848,-111.910516,5,3,1,Food Trucks;Shaved Ice;Ice Cream & Frozen Yogurt;Food,,,,
2KFyJFf9EzreAFCVSNPV5g,"""Alpha Dental""",,"""8345 W Thunderbird Rd, Ste B100""",Peoria,AZ,85381,33.60843415,-112.2387694,5,4,1,Endodontists;General Dentistry;Cosmetic Dentists;Dentists;Orthodontists;Health & Medical,,,,
UohLJDEsTZK8KMjUxUIJog,"""Javelina Cycles""",,"""4802 E Ray Rd, Ste 5""",Phoenix,AZ,85044,33.3204192,-111.97966,5,9,0,Sporting Goods;Bikes;Bike Rentals;Shopping;Active Life,,,,
8gq-Koot0U2g4K-aqMbPVw,"""Puddleduds""",,"""10816 N Scottsdale Rd""",Scottsdale,AZ,85254,33.5848729,-111.9264905,5,10,0,Maternity Wear;Shopping;Used;Vintage & Consignment;Children's Clothing;Fashion,,,,
EwTZaKcQutYFsvbY2bPR6g,"""PYNCH Medical""",,"""11000 N Scottsdale Rd, Ste 180""",Scottsdale,AZ,85254,33.586935,-111.9267368,5,3,1,Medical Spas;Health & Medical;Laser Hair Removal;Beauty & Spas;Hair Removal;Skin Care,,,,
Mb7mnPOPvcB4AMXUpwsMDQ,"""BOHO Farm + Home""",,"""816 N 2nd Ave""",Phoenix,AZ,85003,33.4574188,-112.0767572,5,3,1,Nurseries & Gardening;Home & Garden;Farms;Arts & Entertainment;Shopping;Local Flavor,,,,
V0kTGj2MtNw_b_1J535fZw,"""Perennials""",,"""5618 E Thomas Rd, Ste 120""",Phoenix,AZ,85018,33.4803042,-111.9602653,5,19,1,Children's Clothing;Baby Gear & Furniture;Fashion;Shopping,,,,
LPrDjEAKZzwrdyYeLqsLJw,"""Drywall Perfection""",,"""17177 W Gambit Trl""",Surprise,AZ,85387,33.73413467,-112.4316406,5,72,1,Contractors;Home Services;Drywall Installation & Repair,,,,
eFL22-djzEaRGmafxDbUwA,"""Carrie Curran Art Studios""",,"""8300 N Hayden Rd, Ste A100""",Scottsdale,AZ,85258,33.55729116,-111.9007916,5,25,1,Specialty Schools;Paint & Sip;Social Clubs;Shopping;Summer Camps;Education;Arts & Entertainment;Active Life;Art Schools;Arts & Crafts;Art Classes,,,,
rnzDEVKmPJzYQN_vTmH0Jg,"""Absolute Pet Care""",,"""6350 N 78th St""",Scottsdale,AZ,85250,33.49509671,-111.9087982,5,9,1,Dog Walkers;Pets;Pet Services;Pet Sitting,,,,
Yar8jR2a1XA2JuRKfmNDcw,"""Palms Restaurant""",,"""3502 West Greenway Rd""",Phoenix,AZ,85053,33.6259523,-112.1343378,5,3,1,Restaurants;Greek;Mediterranean;Food;Bakeries,,,,
sIgo9Mo9-uajsevtdtg_6Q,"""AZ MedSpa""",,"""209 E Baseline Rd, Ste E102-8""",Tempe,AZ,85283,33.3778001,-111.9358757,5,3,0,Medical Spas;Skin Care;Beauty & Spas;Health & Medical,,,,
r27rqXEjlRsHVIScTmmGzw,"""Lessons with Derek""",,"""1638 E Cedar St""",Tempe,AZ,85281,33.411896,-111.910859,5,3,1,Musical Instruments & Teachers;Shopping;Private Tutors;Education,,,,
X4J4aiaCaJKDeg19AI8vyA,"""Vita Hydration dba Hangover Hydration Spa""",,"""7309 E Stetson Dr, Ste 202""",Scottsdale,AZ,85251,33.4993787,-111.9236737,5,3,0,Beauty & Spas;Medical Spas;Health & Medical,,,,
dzBSCXFCrnfyaN2PkR0nHA,"""William Blocher, DDS""",,"""1455 E Guadalupe, Ste 1""",Tempe,AZ,85283,33.3636475,-111.9150722,5,4,1,General Dentistry;Cosmetic Dentists;Health & Medical;Periodontists;Dentists,,,,
SSCH4Z2gw-hh2KZy7aH4qw,"""Worth Takeaway""",,"""218 W Main St""",Mesa,AZ,85201,33.4154308,-111.8374321,5,336,1,Breakfast & Brunch;Sandwiches;American (New);American (Traditional);Restaurants,,,,
XNxAhLvEr5TVD0r6BjYU4A,"""Vaya Salon""",,"""10 N San Marcos Pl, Ste C""",Chandler,AZ,85225,33.30369557,-111.842766,5,16,1,Hair Salons;Reiki;Beauty & Spas;Massage Therapy;Health & Medical,,,,
XZuuSdUWVnZWPvU-fxI6fQ,"""AZ Piano""",,"""4134 E Wood St, Ste 200""",Phoenix,AZ,85040,33.4101395,-111.9900941,5,4,1,Musical Instruments & Teachers;Piano Stores;Musical Instrument Services;Shopping;Local Services,,,,
sPUA88xPE8rQAVbPNzp5gg,"""Alta Vista Auto""",,"""323 E Dunlap Ave""",Phoenix,AZ,85020,33.5673532,-112.0684098,5,3,1,Automotive;Car Dealers,,,,
pCrhiOxgTjHLzyIj7R1eAw,"""Harold Studio""",,"""115 W Mcdowell Rd, Ste 1""",Phoenix,AZ,85003,33.4655321,-112.0763391,5,16,1,Art Schools;Education;Event Planning & Services;Specialty Schools;Art Classes;Venues & Event Spaces,,,,
ewhnH-GORPNhJtu12QeHgQ,"""Beth's Hair at Manestream Salon""",,"""930 E Warner Rd, Ste 15, Inside Vesuvio Studios""",Chandler,AZ,85225,33.3091946,-111.8210866,5,3,1,Hair Salons;Beauty & Spas,,,,
yxuuaMpEoKF45gh9p9akeA,"""Alpha Creations Awards""",,"""4323 E Broadway Rd 101A""",Mesa,AZ,85206,33.4078163,-111.7386321,5,4,1,Sporting Goods;Trophy Shops;Shopping,,,,
MvV8meCtex8FgyAjPd5_FQ,"""Suzys Doggie Delights""",,"""11663 W Bell Rd, Ste 7""",Surprise,AZ,85378,33.6376366,-112.3110236,5,5,1,Pets;Pet Stores,,,,
tireuI1twjZ7dmGgDvIRlA,"""Record High""",,"""4242 E University Dr""",Phoenix,AZ,85034,33.42206938,-111.989013,5,17,1,Antiques;Books;Mags;Music & Video;Shopping;Music & DVDs;Vinyl Records,,,,
asH1_dhUbNTPEHvPpW5A4Q,"""Desert Dental""",,"""10211 N 32nd St""",Phoenix,AZ,85028,33.5794063,-112.0125304,5,6,1,Endodontists;Health & Medical;Dentists;Periodontists;General Dentistry,,,,
mBBXeWJBHptS51Jc0ao8yQ,"""SmartStyle""",,"""2501 S Market St""",Gilbert,AZ,85295,33.304304,-111.741235,5,8,1,Beauty & Spas;Hair Stylists;Hair Salons,,,,
qlar8iLrHJxFrqgDap8c5A,"""Caliber Home Loans - Beth Reiswig""",,"""15169 N Scottsdale Rd""",Scottsdale,AZ,85260,33.623712,-111.9251237,5,6,1,Real Estate;Home Services;Mortgage Brokers;Financial Services,,,,
x7UPFypUXy9cvW4N69LKKQ,"""Arizona Dog Adoptions""",,"""2201 S 19th Ave""",Phoenix,AZ,85009,33.42744733,-112.0994459,5,4,1,Pet Adoption;Pets,,,,
UK6lqzQCyIRkjotcvS8_dQ,"""Affordable Arizona Insurance""",,"""9950 W Van Buren, Ste 124""",Avondale,AZ,85323,33.45155842,-112.2749369,5,6,1,Home & Rental Insurance;Auto Insurance;Insurance;Life Insurance;Financial Services,,,,
r8I7gbYkk-GjuoJ0CTVRgw,"""Canyon Animal Hospital""",,"""15411 N 31st St""",Phoenix,AZ,85032,33.6268748,-112.0151964,5,22,1,Pet Groomers;Pets;Veterinarians;Pet Services,,,,
tr0ahB4stoLDjlt8wzLyKA,"""Lovato's Hair Styling Salon""",,"""5516 N 7th Ave""",Phoenix,AZ,85013,33.51056525,-112.0821475,5,7,1,Beauty & Spas;Hair Salons;Barbers,,,,
#NAME?,"""Burn It Build It Fitness""",,"""13048 W Rancho Santa Fe Blvd, Ste 101""",Avondale,AZ,85392,33.4615208,-112.3374063,5,3,1,Cardio Classes;Active Life;Fitness & Instruction;Interval Training Gyms;Gyms;Trainers,,,,
gZ4lKpOxqBEbEQmgpE5JdA,"""Shades of Beauty""",,"""1401 E Williams Field Rd""",Gilbert,AZ,85295,33.3052835,-111.7599237,5,3,1,Hair Salons;Beauty & Spas,,,,
rZgFbB0hkTHZ61yc40Or5w,"""AZ Ride Motorcycle Rentals""",,"""9419 E San Salvador Dr, Ste 106 B""",Scottsdale,AZ,85258,33.570061,-111.877749,5,11,1,Motorcycle Rental;Tours;Hotels & Travel,,,,
IDn8Lyj5m4ugHDL1lUoaGQ,"""Momentum Salon and Body""",,"""1006 E Warner Rd, Ste 110""",Tempe,AZ,85284,33.3353841,-111.9270761,5,13,1,Hair Removal;Nail Salons;Beauty & Spas;Massage;Hair Salons;Waxing,,,,
cALdQRh1-8P7f_VIf_b07g,"""Realty Exchange""",,"""6962 East 1st Ave, Ste 102""",Scottsdale,AZ,85251,33.4942176,-111.9306792,5,3,1,Na,,,,
E53aHXNhaz-6lFOZwr_u_g,"""Dutch Bros Coffee""",,"""1326 S Alma School Rd""",Mesa,AZ,85210,33.3905904,-111.8577202,4.5,52,1,Coffee & Tea;Food,,,,
sr7jtrZHnF_MedBF8dDigQ,"""Max Piano Moving""",,"""""",Phoenix,AZ,85203,33.438948,-111.800736,4.5,24,1,Movers;Local Services;Home Services;Musical Instrument Services;Piano Services,,,,
VkrcJHp3je00wwGgEMwuBA,"""Walt's Jewelers""",,"""143 E Germann Rd, Ste 111""",Gilbert,AZ,85297,33.2767536,-111.7869143,4.5,29,1,Shopping;Jewelry,,,,
D3lHLNRgU0fzSfIMYL-9gQ,"""Design Ramon""",,"""4405 E Ray Rd""",Phoenix,AZ,85044,33.320017,-111.98856,4.5,22,1,Hair Salons;Beauty & Spas,,,,
fWZ7Mqr7kWtG2xYa-88Mpg,"""Brake Masters""",,"""5180 W Peoria Ave""",Glendale,AZ,85302,33.5824052,-112.1707749,4.5,33,1,Automotive;Oil Change Stations;Auto Repair,,,,
YjGWC3SjKLR2aaRBBz5o3A,"""AMI Diamonds & Jewelry""",,"""4615 E Cactus Rd""",Phoenix,AZ,85032,33.59830392,-111.9839693,4.5,17,1,Jewelry;Gold Buyers;Watches;Shopping,,,,
pYCL6rjrQ6_PRLaE5NmKNQ,"""Old Town Local""",,"""3902 N Brown Ave, Ste 101""",Scottsdale,AZ,85251,33.4924398,-111.9248112,4.5,25,1,Gelato;Juice Bars & Smoothies;Bagels;Ice Cream & Frozen Yogurt;Food;Coffee & Tea,,,,
jwYI1DVYfSs9tiXZYu_OzA,"""The Skin Loft""",,"""4333 N Civic Center Plaza, Ste 600""",Scottsdale,AZ,85251,33.4993147,-111.9212219,4.5,41,1,Hair Removal;Day Spas;Waxing;Skin Care;Beauty & Spas;Eyelash Service,,,,
rYI_Dvw8ixOE-Hud-PWzbQ,"""Spartan Pita & Gyro""",,"""4502 E Thomas Rd""",Phoenix,AZ,85018,33.4804959,-111.9844634,4.5,111,1,Hot Dogs;Mediterranean;Restaurants;Greek,,,,
OyhA7XXkLirCnFPZ95ou2w,"""QuikTrip""",,"""3445 W Baseline Rd""",Laveen,AZ,85339,33.3776164,-112.1331873,4.5,6,1,Automotive;Gas Stations;Convenience Stores;Food,,,,
WumssCwCl6BruAh7D5VdxQ,"""The Diamond Consignment Store""",,"""4246 N Scottsdale Rd""",Scottsdale,AZ,85251,33.4979973,-111.9266215,4.5,10,1,Gold Buyers;Local Services;Shopping;Appraisal Services;Jewelry,,,,
4xqj4joZyqq-_-44dXVcdw,"""Flowers by Joe Gregory""",,"""5620 N 7th St, Ste 2""",Phoenix,AZ,85014,33.5189556,-112.0652992,4.5,10,1,Flowers & Gifts;Home & Garden;Funeral Services & Cemeteries;Local Services;Home Decor;Shopping;Florists,,,,
gpr7upOOWCHqbu_8IECDdg,"""The Little Gym""",,"""538 S Gilbert Rd, Ste 109""",Gilbert,AZ,85296,33.340527,-111.790964,4.5,7,1,Active Life;Event Planning & Services;Fitness & Instruction;Education;Dance Schools;Party & Event Planning;Dance Studios;Specialty Schools;Gymnastics;Venues & Event Spaces,,,,
8l5_WS7fpP-14qUNCy3kwQ,"""La Mai Thai Cuisine""",,"""12015 N Saguaro Blvd, Ste 102""",Fountain Hills,AZ,85268,33.5957037,-111.7152861,4.5,45,1,Thai;Restaurants,,,,
mImLuJB6Lqq03VNuNABYug,"""Framin' Works""",,"""4961 W Bell Rd""",Glendale,AZ,85308,33.63775324,-112.1688268,4.5,8,1,Framing;Local Services;Furniture Stores;Home Decor;Arts & Entertainment;Art Galleries;Arts & Crafts;Shopping;Home & Garden,,,,
j9WqBKDxVkmEIati3kD0jw,"""Urban Gardens Apartments""",,"""740-756 E Portland St""",Phoenix,AZ,85006,33.460319,-112.062742,4.5,3,1,Real Estate;Apartments;Home Services,,,,
036SeqOKaKx89Liw5RDKqA,"""Francisco's Mexican Food""",,"""3233 E Chandler Blvd, Ste 6-A""",Phoenix,AZ,85048,33.3048556,-112.0124974,4.5,16,1,Na,,,,
tNlfh4x5HUUHj65KbNmDFg,"""Harrison Law""",,"""1760 E Pecos Rd""",Gilbert,AZ,85295,33.2964425,-111.7524437,4.5,8,1,Professional Services;Lawyers;General Litigation;Business Law;Personal Injury Law,,,,
xSE8JTq_lFpqbDQxQPzkpQ,"""Starworld Martial Arts""",,"""13235 W Thomas Rd""",Goodyear,AZ,85395,33.478521,-112.343677,4.5,10,1,Community Service/Non-Profit;Local Services;Active Life;Colleges & Universities;Education;Sports Clubs;Martial Arts;Fitness & Instruction,,,,
oZIfjcV6or0MCTvRA0Fdog,"""Amazing Arizona Comic Convention""",,"""301-385 E Washington St""",Phoenix,AZ,85004,33.44789484,-112.0696303,4.5,8,1,Festivals;Arts & Entertainment,,,,
KWvurfS_AZoW0gTG0GQkfg,"""Daydreams Drop-In Child Care""",,"""18261 N Pima Rd, Ste E110""",Scottsdale,AZ,85255,33.652673,-111.890559,4.5,25,0,Local Services;Child Care & Day Care,,,,
G-SeNMoiP1pgV_lFDhl6EQ,"""Design Me Salon""",,"""10006 W Happy Valley Rd, Ste 1230""",Peoria,AZ,85383,33.71296737,-112.2746317,4.5,45,1,Beauty & Spas;Hair Salons;Tanning;Hair Stylists;Day Spas,,,,
RpGtEg5zv8MtbIVPxMRj-Q,"""Poseidon Water and More""",,"""23425 N 39th Dr, Ste 105""",Glendale,AZ,85310,33.6989868,-112.1420014,4.5,13,1,Ice Cream & Frozen Yogurt;Food;Water Purification Services;Plumbing;Home Services,,,,
